publisher,app_name,title,url,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore,year,genres_Adventure,genres_Casual,genres_Early Access,genres_Free to Play,genres_Indie,genres_Massively Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,genres_Video Production
Electronic Arts,Command & Conquer: Red Alert 3,Command &amp; Conquer: Red Alert 3,http://store.steampowered.com/app/17480/Command__Conquer_Red_Alert_3/,2008-10-28,"['Strategy', 'RTS', 'Base Building', 'Multiplayer', 'Co-op', 'Alternate History', 'Sci-fi', 'Co-op Campaign', 'Real-Time', 'Singleplayer', 'Comedy', 'Classic', 'Action', 'Online Co-Op', 'Great Soundtrack', 'FMV', 'War', 'Atmospheric']",,http://steamcommunity.com/app/17480/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,False,17480,EA Los Angeles,Very Positive,82.0,2008.0,False,False,False,False,False,False,False,False,False,False,True,False
"D3Publisher of America, Inc.",PuzzleQuest: Challenge of the Warlords,PuzzleQuest: Challenge of the Warlords,http://store.steampowered.com/app/12500/PuzzleQuest_Challenge_of_the_Warlords/,2007-10-10,"['Puzzle', 'Casual', 'Match 3', 'RPG', 'Fantasy', '2D', 'Strategy', 'Singleplayer', 'Anime', 'Indie', 'Touch-Friendly']",,http://steamcommunity.com/app/12500/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",9.99,False,12500,Infinite Interactive,Very Positive,84.0,2007.0,False,True,False,False,False,False,False,False,False,False,False,False
Strategy First,Culpa Innata,Culpa Innata,http://store.steampowered.com/app/12310/Culpa_Innata/,2007-10-23,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",,http://steamcommunity.com/app/12310/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,12310,Momentum Digital Media Technologies,Very Positive,66.0,2007.0,False,False,False,False,False,False,True,False,False,False,False,False
Strategy First,Culpa Innata,Culpa Innata,http://store.steampowered.com/app/12310/Culpa_Innata/,2007-10-23,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",,http://steamcommunity.com/app/12310/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,12310,Momentum Digital Media Technologies,Very Positive,66.0,2007.0,False,True,False,False,False,False,False,False,False,False,False,False
Strategy First,Culpa Innata,Culpa Innata,http://store.steampowered.com/app/12310/Culpa_Innata/,2007-10-23,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",,http://steamcommunity.com/app/12310/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,12310,Momentum Digital Media Technologies,Very Positive,66.0,2007.0,True,False,False,False,False,False,False,False,False,False,False,False
Square Enix,Conflict: Denied Ops,Conflict: Denied Ops,http://store.steampowered.com/app/8100/Conflict_Denied_Ops/,2008-02-08,"['Action', 'FPS', 'Singleplayer', 'Co-op', 'Multiplayer']",,http://steamcommunity.com/app/8100/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,False,8100,Pivotal Games,Mixed,58.0,2008.0,False,False,False,False,False,False,False,False,False,False,False,False
Bohemia Interactive,ARMA: Combat Operations,ARMA: Combat Operations,http://store.steampowered.com/app/2780/ARMA_Combat_Operations/,2007-05-08,"['Action', 'Simulation', 'Shooter', 'FPS', 'Tactical', 'Military']",,http://steamcommunity.com/app/2780/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Includes level editor']",7.99,False,2780,Bohemia Interactive,Mixed,74.0,2007.0,False,False,False,False,False,False,False,False,False,False,False,False
Retroism,Tycoon City: New York,Tycoon City: New York,http://store.steampowered.com/app/9730/Tycoon_City_New_York/,2006-02-21,"['Simulation', 'Management', 'City Builder']",,http://steamcommunity.com/app/9730/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,9730,,Mostly Negative,67.0,2006.0,False,False,False,False,False,False,False,False,True,False,False,False
THQ Nordic,Desperados 2: Cooper's Revenge,Desperados 2: Cooper's Revenge,http://store.steampowered.com/app/9710/Desperados_2_Coopers_Revenge/,2006-05-02,"['Action', 'Western', 'Strategy', 'Tactical']",,http://steamcommunity.com/app/9710/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,9710,Spellbound,Mixed,66.0,2006.0,False,False,False,False,False,False,False,False,False,False,False,False
1C Company,Death to Spies,Death to Spies,http://store.steampowered.com/app/9800/Death_to_Spies/,2007-10-16,"['Stealth', 'Action', 'Adventure', 'World War II', 'Singleplayer', 'Open World', 'Third Person', 'Classic']",,http://steamcommunity.com/app/9800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,False,9800,Haggard Games,Mostly Positive,69.0,2007.0,False,False,False,False,False,False,False,False,False,False,False,False
1C Company,Death to Spies,Death to Spies,http://store.steampowered.com/app/9800/Death_to_Spies/,2007-10-16,"['Stealth', 'Action', 'Adventure', 'World War II', 'Singleplayer', 'Open World', 'Third Person', 'Classic']",,http://steamcommunity.com/app/9800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Cloud']",4.99,False,9800,Haggard Games,Mostly Positive,69.0,2007.0,True,False,False,False,False,False,False,False,False,False,False,False
Atari,Act of War: High Treason,Act of War: High Treason,http://store.steampowered.com/app/9760/Act_of_War_High_Treason/,2006-05-30,"['Action', 'Strategy', 'RTS']",,http://steamcommunity.com/app/9760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",2.99,False,9760,Eugen Systems,Very Positive,74.0,2006.0,False,False,False,False,False,False,False,False,False,False,False,False
"Atari, Aspyr (Mac)",RollerCoaster Tycoon® 3: Platinum,RollerCoaster Tycoon® 3: Platinum,http://store.steampowered.com/app/2700/RollerCoaster_Tycoon_3_Platinum/,2006-10-26,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']",,http://steamcommunity.com/app/2700/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,False,2700,"Frontier,Aspyr (Mac)",Very Positive,81.0,2006.0,False,False,False,False,False,False,False,False,True,False,False,False
"Atari, Aspyr (Mac)",RollerCoaster Tycoon® 3: Platinum,RollerCoaster Tycoon® 3: Platinum,http://store.steampowered.com/app/2700/RollerCoaster_Tycoon_3_Platinum/,2006-10-26,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']",,http://steamcommunity.com/app/2700/reviews/?browsefilter=mostrecent&p=1,['Single-player'],19.99,False,2700,"Frontier,Aspyr (Mac)",Very Positive,81.0,2006.0,False,False,False,False,False,False,False,False,False,False,True,False
Atari,Act of War: Direct Action,Act of War: Direct Action,http://store.steampowered.com/app/2710/Act_of_War_Direct_Action/,2005-03-14,"['Action', 'Strategy', 'RTS']",,http://steamcommunity.com/app/2710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",2.99,False,2710,Eugen Systems,Very Positive,82.0,2005.0,False,False,False,False,False,False,False,False,False,False,False,False
"Epic Games, Inc.",Unreal 2: The Awakening,Unreal 2: The Awakening,http://store.steampowered.com/app/13200/Unreal_2_The_Awakening/,2003-02-03,"['Action', 'FPS', 'Shooter', 'Sci-fi', 'Singleplayer', 'First-Person', 'Classic', 'Multiplayer']",,http://steamcommunity.com/app/13200/reviews/?browsefilter=mostrecent&p=1,['Single-player'],14.99,False,13200,"Epic Games, Inc.",Mostly Positive,75.0,2003.0,False,False,False,False,False,False,False,False,False,False,False,False
Nunchuck Games,Ninja Reflex: Steamworks Edition,Ninja Reflex: Steamworks Edition,http://store.steampowered.com/app/13000/Ninja_Reflex_Steamworks_Edition/,2008-03-21,"['Indie', 'Casual', 'Ninja']",,http://steamcommunity.com/app/13000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements']",4.99,False,13000,Sanzaru Games,Positive,57.0,2008.0,False,True,False,False,False,False,False,False,False,False,False,False
Nunchuck Games,Ninja Reflex: Steamworks Edition,Ninja Reflex: Steamworks Edition,http://store.steampowered.com/app/13000/Ninja_Reflex_Steamworks_Edition/,2008-03-21,"['Indie', 'Casual', 'Ninja']",,http://steamcommunity.com/app/13000/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements']",4.99,False,13000,Sanzaru Games,Positive,57.0,2008.0,False,False,False,False,True,False,False,False,False,False,False,False
Ubisoft,Tom Clancy's Splinter Cell®,Tom Clancy's Splinter Cell®,http://store.steampowered.com/app/13560/Tom_Clancys_Splinter_Cell/,2003-02-18,"['Stealth', 'Action', 'Third Person', 'Singleplayer', 'Classic', 'Adventure', 'Shooter', 'Third-Person Shooter', 'Atmospheric', 'Multiplayer', 'Difficult']",,http://steamcommunity.com/app/13560/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,13560,Ubisoft,Very Positive,91.0,2003.0,False,False,False,False,False,False,False,False,False,False,False,False
Ubisoft,Far Cry®,Far Cry®,http://store.steampowered.com/app/13520/Far_Cry/,2004-03-23,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'Stealth', 'First-Person', 'Singleplayer', 'Difficult', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Great Soundtrack', 'Survival']",,http://steamcommunity.com/app/13520/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,13520,Crytek Studios,Very Positive,89.0,2004.0,False,False,False,False,False,False,False,False,False,False,False,False
"Epic Games, Inc.",Unreal Tournament: Game of the Year Edition,Unreal Tournament: Game of the Year Edition,http://store.steampowered.com/app/13240/Unreal_Tournament_Game_of_the_Year_Edition/,2000-10-25,"['Classic', 'FPS', 'Action', 'Arena Shooter', 'Fast-Paced', 'Multiplayer', 'Great Soundtrack', 'Shooter', 'Competitive', 'Sci-fi', 'First-Person', 'Moddable', 'Singleplayer', 'Gore', 'Co-op', ""1990's"", 'Cyberpunk', 'Atmospheric']",,http://steamcommunity.com/app/13240/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,False,13240,"Epic Games, Inc.",Overwhelmingly Positive,92.0,2000.0,False,False,False,False,False,False,False,False,False,False,False,False
Ubisoft,Tom Clancy's Rainbow Six® Vegas,Tom Clancy's Rainbow Six® Vegas,http://store.steampowered.com/app/13540/Tom_Clancys_Rainbow_Six_Vegas/,2006-12-12,"['Action', 'FPS', 'Tactical', 'Co-op', 'Singleplayer', 'First-Person', 'Shooter', 'Multiplayer', 'Online Co-Op', 'Classic', 'Stealth']",,http://steamcommunity.com/app/13540/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,False,13540,Ubisoft Montreal,Mostly Positive,85.0,2006.0,False,False,False,False,False,False,False,False,False,False,False,False
Ubisoft,Silent Hunter® III,Silent Hunter® III,http://store.steampowered.com/app/15210/Silent_Hunter_III/,2005-03-15,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']",,http://steamcommunity.com/app/15210/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op']",9.99,False,15210,Ubisoft,Very Positive,90.0,2005.0,False,False,False,False,False,False,False,False,True,False,False,False
Ubisoft,Rayman Raving Rabbids™,Rayman Raving Rabbids™,http://store.steampowered.com/app/15080/Rayman_Raving_Rabbids/,2007-03-27,"['Adventure', 'Action', 'Comedy', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']",,http://steamcommunity.com/app/15080/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,15080,"Ubisoft Bulgaria,Ubisoft Montpellier",Mostly Positive,58.0,2007.0,False,False,False,False,False,False,False,False,False,False,False,False
Ubisoft,Rayman Raving Rabbids™,Rayman Raving Rabbids™,http://store.steampowered.com/app/15080/Rayman_Raving_Rabbids/,2007-03-27,"['Adventure', 'Action', 'Comedy', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']",,http://steamcommunity.com/app/15080/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,15080,"Ubisoft Bulgaria,Ubisoft Montpellier",Mostly Positive,58.0,2007.0,True,False,False,False,False,False,False,False,False,False,False,False
Ubisoft,Silent Hunter®: Wolves of the Pacific,Silent Hunter®: Wolves of the Pacific,http://store.steampowered.com/app/15200/Silent_Hunter_Wolves_of_the_Pacific/,2007-03-20,"['Simulation', 'World War II', 'Naval', 'Military']",,http://steamcommunity.com/app/15200/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,False,15200,Ubisoft Romania,Mixed,79.0,2007.0,False,False,False,False,False,False,False,False,True,False,False,False
1C Online Games,IL-2 Sturmovik: 1946,IL-2 Sturmovik: 1946,http://store.steampowered.com/app/15320/IL2_Sturmovik_1946/,2006-12-15,"['Simulation', 'Flight', 'World War II', 'Military', 'Historical', 'TrackIR', 'Realistic', 'Multiplayer', 'Action', 'Classic', 'Moddable']",,http://steamcommunity.com/app/15320/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",9.99,False,15320,1C: Maddox Games,Very Positive,86.0,2006.0,False,False,False,False,False,False,False,False,True,False,False,False
Telltale Games,Bone: Out From Boneville,Bone: Out From Boneville,http://store.steampowered.com/app/8310/Bone_Out_From_Boneville/,2005-09-15,"['Adventure', 'Point & Click']",,http://steamcommunity.com/app/8310/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,8310,Telltale Games,Mixed,68.0,2005.0,True,False,False,False,False,False,False,False,False,False,False,False
Telltale Games,Bone: The Great Cow Race,Bone: The Great Cow Race,http://store.steampowered.com/app/8320/Bone_The_Great_Cow_Race/,2006-04-12,"['Adventure', 'Point & Click']",,http://steamcommunity.com/app/8320/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,8320,Telltale Games,Mixed,76.0,2006.0,True,False,False,False,False,False,False,False,False,False,False,False
Frogwares,Dracula Origin,Dracula Origin,http://store.steampowered.com/app/11050/Dracula_Origin/,2008-05-20,"['Adventure', 'Point & Click', 'Vampire', 'Puzzle']",,http://steamcommunity.com/app/11050/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,11050,Frogwares,Mixed,70.0,2008.0,True,False,False,False,False,False,False,False,False,False,False,False
Frogwares,Sherlock Holmes - Nemesis,Sherlock Holmes - Nemesis,http://store.steampowered.com/app/11040/Sherlock_Holmes__Nemesis/,2008-04-14,"['Adventure', 'RPG', 'Point & Click', 'Detective', 'Mystery', 'Puzzle']",,http://steamcommunity.com/app/11040/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,11040,Frogwares,Mostly Positive,71.0,2008.0,True,False,False,False,False,False,False,False,False,False,False,False
Frogwares,Sherlock Holmes - Nemesis,Sherlock Holmes - Nemesis,http://store.steampowered.com/app/11040/Sherlock_Holmes__Nemesis/,2008-04-14,"['Adventure', 'RPG', 'Point & Click', 'Detective', 'Mystery', 'Puzzle']",,http://steamcommunity.com/app/11040/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,11040,Frogwares,Mostly Positive,71.0,2008.0,False,False,False,False,False,False,True,False,False,False,False,False
Buka Entertainment,Pacific Storm Allies,Pacific Storm Allies,http://store.steampowered.com/app/11260/Pacific_Storm_Allies/,2007-05-25,"['Simulation', 'Strategy', 'World War II', 'Naval']",,http://steamcommunity.com/app/11260/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Trading Cards']",7.99,False,11260,Lesta Studio,Mixed,60.0,2007.0,False,False,False,False,False,False,False,False,True,False,False,False
Buka Entertainment,Pacific Storm Allies,Pacific Storm Allies,http://store.steampowered.com/app/11260/Pacific_Storm_Allies/,2007-05-25,"['Simulation', 'Strategy', 'World War II', 'Naval']",,http://steamcommunity.com/app/11260/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Trading Cards']",7.99,False,11260,Lesta Studio,Mixed,60.0,2007.0,False,False,False,False,False,False,False,False,False,False,True,False
Strategy First,FlatOut: Ultimate Carnage,FlatOut: Ultimate Carnage,http://store.steampowered.com/app/12360/FlatOut_Ultimate_Carnage/,2008-08-19,"['Racing', 'Destruction', 'Multiplayer', 'Arcade', 'Action', 'Singleplayer', 'Physics', 'Great Soundtrack', 'Driving']",,http://steamcommunity.com/app/12360/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",19.99,False,12360,Bugbear Entertainment,Very Positive,79.0,2008.0,False,False,False,False,False,False,False,True,False,False,False,False
SimBin,GTR Evolution Expansion Pack for RACE 07,GTR Evolution Expansion Pack for RACE 07,http://store.steampowered.com/app/8660/GTR_Evolution_Expansion_Pack_for_RACE_07/,2008-09-01,"['Racing', 'Simulation', 'Driving', 'Multiplayer', 'Singleplayer']",,http://steamcommunity.com/app/8660/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",7.99,False,8660,SimBin,Positive,83.0,2008.0,False,False,False,False,False,False,False,True,False,False,False,False
2K Games,X-COM: Enforcer,X-COM: Enforcer,http://store.steampowered.com/app/7770/XCOM_Enforcer/,2001-04-19,"['Strategy', 'Shooter', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Aliens']",,http://steamcommunity.com/app/7770/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",4.99,False,7770,"MicroProse Software, Inc",Mixed,65.0,2001.0,False,False,False,False,False,False,False,False,False,False,True,False
GSC World Publishing,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,http://store.steampowered.com/app/20510/STALKER_Clear_Sky/,2008-09-15,"['Open World', 'Atmospheric', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'RPG', 'First-Person', 'Shooter', 'Singleplayer', 'Survival Horror', 'Adventure', 'Moddable', 'Sci-fi', 'Horror', 'Classic', 'Multiplayer', 'Zombies', 'Inventory Management', 'Sandbox']",,http://steamcommunity.com/app/20510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,False,20510,GSC Game World,Very Positive,75.0,2008.0,False,False,False,False,False,False,False,False,False,False,False,False
GSC World Publishing,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,http://store.steampowered.com/app/20510/STALKER_Clear_Sky/,2008-09-15,"['Open World', 'Atmospheric', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'RPG', 'First-Person', 'Shooter', 'Singleplayer', 'Survival Horror', 'Adventure', 'Moddable', 'Sci-fi', 'Horror', 'Classic', 'Multiplayer', 'Zombies', 'Inventory Management', 'Sandbox']",,http://steamcommunity.com/app/20510/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player']",9.99,False,20510,GSC Game World,Very Positive,75.0,2008.0,False,False,False,False,False,False,True,False,False,False,False,False
